seqnames	start	end	width	strand	promoterId	geneId	internalPromoter
chr15	22955755	22955755	1	+	prmtr.5351	ENSG00000068793.13	TRUE
chr15	22957965	22957965	1	+	prmtr.5352	ENSG00000068793.13	TRUE
chr15	22960684	22960684	1	+	prmtr.5353	ENSG00000068793.13	TRUE
chr15	22967628	22967628	1	+	prmtr.5354	ENSG00000068793.13	TRUE
chr15	22997606	22997606	1	+	prmtr.5355	ENSG00000068793.13	TRUE
chr5	61601989	61601989	1	+	prmtr.5356	ENSG00000068796.12	FALSE
chr5	61602755	61602755	1	+	prmtr.5357	ENSG00000068796.12	FALSE
chr5	61607640	61607640	1	+	prmtr.5358	ENSG00000068796.12	FALSE
chr5	61657133	61657133	1	+	prmtr.5359	ENSG00000068796.12	FALSE
chr5	61658166	61658166	1	+	prmtr.5360	ENSG00000068796.12	TRUE
chr11	64502738	64502738	1	-	prmtr.5361	ENSG00000068831.14	TRUE
chr11	64504726	64504726	1	-	prmtr.5362	ENSG00000068831.14	TRUE
chr11	64508355	64508355	1	-	prmtr.5363	ENSG00000068831.14	TRUE
chr11	64512061	64512061	1	-	prmtr.5364	ENSG00000068831.14	TRUE
chr11	64512339	64512339	1	-	prmtr.5365	ENSG00000068831.14	FALSE
chr11	64512469	64512469	1	-	prmtr.5366	ENSG00000068831.14	FALSE
chr11	64512928	64512928	1	-	prmtr.5367	ENSG00000068831.14	FALSE
chr2	54098097	54098097	1	-	prmtr.5368	ENSG00000068878.10	TRUE
chr2	54108645	54108645	1	-	prmtr.5369	ENSG00000068878.10	FALSE
chr2	54114453	54114453	1	-	prmtr.5370	ENSG00000068878.10	TRUE
chr2	54115457	54115457	1	-	prmtr.5371	ENSG00000068878.10	TRUE
chr2	54135980	54135980	1	-	prmtr.5372	ENSG00000068878.10	TRUE
chr2	54160306	54160306	1	-	prmtr.5373	ENSG00000068878.10	TRUE
chr2	54176406	54176406	1	-	prmtr.5374	ENSG00000068878.10	FALSE
chr2	54197977	54197977	1	-	prmtr.5375	ENSG00000068878.10	FALSE
chr3	159986549	159986549	1	-	prmtr.5376	ENSG00000068885.10	TRUE
chr3	159995266	159995266	1	-	prmtr.5377	ENSG00000068885.10	FALSE
chr3	160025569	160025569	1	-	prmtr.5378	ENSG00000068885.10	TRUE
chr3	160037935	160037935	1	-	prmtr.5379	ENSG00000068885.10	TRUE
chr3	160075287	160075287	1	-	prmtr.5380	ENSG00000068885.10	TRUE
chr3	160095242	160095242	1	-	prmtr.5381	ENSG00000068885.10	TRUE
chr3	160101444	160101444	1	-	prmtr.5382	ENSG00000068885.10	TRUE
chr3	160117668	160117668	1	-	prmtr.5383	ENSG00000068885.10	FALSE
chr19	39370793	39370793	1	-	prmtr.5384	ENSG00000068903.15	TRUE
chr19	39385050	39385050	1	-	prmtr.5385	ENSG00000068903.15	TRUE
chr19	39390502	39390502	1	-	prmtr.5386	ENSG00000068903.15	FALSE
chr2	54014181	54014181	1	+	prmtr.5387	ENSG00000068912.9	FALSE
chr11	64685025	64685025	1	+	prmtr.5388	ENSG00000068971.9	FALSE
chr11	64692143	64692143	1	+	prmtr.5389	ENSG00000068971.9	FALSE
chr11	64695206	64695206	1	+	prmtr.5390	ENSG00000068971.9	TRUE
chr11	64516360	64516360	1	-	prmtr.5391	ENSG00000068976.9	TRUE
chr11	64519487	64519487	1	-	prmtr.5392	ENSG00000068976.9	TRUE
chr11	64521893	64521893	1	-	prmtr.5393	ENSG00000068976.9	TRUE
chr11	64527769	64527769	1	-	prmtr.5394	ENSG00000068976.9	FALSE
chrX	49460596	49460596	1	-	prmtr.5395	ENSG00000068985.4	FALSE
chr5	134367700	134367700	1	-	prmtr.5396	ENSG00000069011.11	TRUE
chr5	134368825	134368825	1	-	prmtr.5397	ENSG00000069011.11	FALSE
chr5	134369988	134369988	1	-	prmtr.5398	ENSG00000069011.11	TRUE
chr5	134370503	134370503	1	-	prmtr.5399	ENSG00000069011.11	FALSE
chr5	135562125	135562125	1	-	prmtr.5400	ENSG00000069018.13	TRUE
chr5	135693073	135693073	1	-	prmtr.5401	ENSG00000069018.13	TRUE
chr5	135701225	135701225	1	-	prmtr.5402	ENSG00000069018.13	FALSE
chr5	135732730	135732730	1	-	prmtr.5403	ENSG00000069018.13	FALSE
chr5	65892176	65892176	1	+	prmtr.5404	ENSG00000069020.14	FALSE
chr5	66033859	66033859	1	+	prmtr.5405	ENSG00000069020.14	FALSE
chr5	66055556	66055556	1	+	prmtr.5406	ENSG00000069020.14	TRUE
chr5	66084515	66084515	1	+	prmtr.5407	ENSG00000069020.14	TRUE
chr5	66124602	66124602	1	+	prmtr.5408	ENSG00000069020.14	FALSE
chr5	66254698	66254698	1	+	prmtr.5409	ENSG00000069020.14	FALSE
chr5	66300448	66300448	1	+	prmtr.5410	ENSG00000069020.14	TRUE
chr5	66437992	66437992	1	+	prmtr.5411	ENSG00000069020.14	TRUE
chr5	66438262	66438262	1	+	prmtr.5412	ENSG00000069020.14	TRUE
chr6	46831041	46831041	1	-	prmtr.5413	ENSG00000069122.14	FALSE
chr6	46839602	46839602	1	-	prmtr.5414	ENSG00000069122.14	TRUE
chr6	46856153	46856153	1	-	prmtr.5415	ENSG00000069122.14	FALSE
chr6	46889714	46889714	1	-	prmtr.5416	ENSG00000069122.14	FALSE
chr6	46922680	46922680	1	-	prmtr.5417	ENSG00000069122.14	FALSE
chr17	71365352	71365352	1	-	prmtr.5418	ENSG00000069188.12	FALSE
chr17	71410794	71410794	1	-	prmtr.5419	ENSG00000069188.12	TRUE
chr17	71433908	71433908	1	-	prmtr.5420	ENSG00000069188.12	TRUE
chr17	71503733	71503733	1	-	prmtr.5421	ENSG00000069188.12	FALSE
chr17	71640228	71640228	1	-	prmtr.5422	ENSG00000069188.12	FALSE
chr8	24298443	24298443	1	+	prmtr.5423	ENSG00000069206.11	FALSE
chr8	24333417	24333417	1	+	prmtr.5424	ENSG00000069206.11	FALSE
chr1	229586817	229586817	1	-	prmtr.5425	ENSG00000069248.9	TRUE
chr1	229644103	229644103	1	-	prmtr.5426	ENSG00000069248.9	TRUE
chr1	205688854	205688854	1	-	prmtr.5427	ENSG00000069275.12	TRUE
chr1	205719404	205719404	1	-	prmtr.5428	ENSG00000069275.12	FALSE
chr16	46703126	46703126	1	-	prmtr.5429	ENSG00000069329.11	TRUE
chr16	46711598	46711598	1	-	prmtr.5430	ENSG00000069329.11	TRUE
chr16	46712955	46712955	1	-	prmtr.5431	ENSG00000069329.11	TRUE
chr16	46715868	46715868	1	-	prmtr.5432	ENSG00000069329.11	TRUE
chr16	46717519	46717519	1	-	prmtr.5433	ENSG00000069329.11	TRUE
chr16	46723106	46723106	1	-	prmtr.5434	ENSG00000069329.11	FALSE
chr16	46723430	46723430	1	-	prmtr.5435	ENSG00000069329.11	FALSE
chr16	46993523	46993523	1	-	prmtr.5436	ENSG00000069345.7	TRUE
chr16	47006854	47006854	1	-	prmtr.5437	ENSG00000069345.7	TRUE
chr16	47007699	47007699	1	-	prmtr.5438	ENSG00000069345.7	FALSE
chr19	45250962	45250962	1	+	prmtr.5439	ENSG00000069399.8	FALSE
chr19	45251804	45251804	1	+	prmtr.5440	ENSG00000069399.8	FALSE
chr19	45254578	45254578	1	+	prmtr.5441	ENSG00000069399.8	TRUE
chr19	45258406	45258406	1	+	prmtr.5442	ENSG00000069399.8	FALSE
chr19	45259402	45259402	1	+	prmtr.5443	ENSG00000069399.8	TRUE
chr19	45260846	45260846	1	+	prmtr.5444	ENSG00000069399.8	TRUE
chr19	45261785	45261785	1	+	prmtr.5445	ENSG00000069399.8	TRUE
chr1	6051526	6051526	1	+	prmtr.5446	ENSG00000069424.10	FALSE
chr1	6052423	6052423	1	+	prmtr.5447	ENSG00000069424.10	FALSE
chr1	6086360	6086360	1	+	prmtr.5448	ENSG00000069424.10	FALSE
chr1	6087357	6087357	1	+	prmtr.5449	ENSG00000069424.10	FALSE
chr1	6094343	6094343	1	+	prmtr.5450	ENSG00000069424.10	FALSE
chr1	6095977	6095977	1	+	prmtr.5451	ENSG00000069424.10	FALSE
chr1	6100678	6100678	1	+	prmtr.5452	ENSG00000069424.10	TRUE
chr1	6105981	6105981	1	+	prmtr.5453	ENSG00000069424.10	FALSE
chr1	6142321	6142321	1	+	prmtr.5454	ENSG00000069424.10	TRUE
chr1	6156316	6156316	1	+	prmtr.5455	ENSG00000069424.10	TRUE
chr12	22063912	22063912	1	-	prmtr.5456	ENSG00000069431.6	TRUE
chr12	22089628	22089628	1	-	prmtr.5457	ENSG00000069431.6	TRUE
chr12	22094336	22094336	1	-	prmtr.5458	ENSG00000069431.6	FALSE
chr11	68451247	68451247	1	+	prmtr.5459	ENSG00000069482.6	FALSE
chr11	68451943	68451943	1	+	prmtr.5460	ENSG00000069482.6	FALSE
chr12	9817565	9817565	1	+	prmtr.5461	ENSG00000069493.10	FALSE
chr12	9821233	9821233	1	+	prmtr.5462	ENSG00000069493.10	FALSE
chr12	9822309	9822309	1	+	prmtr.5463	ENSG00000069493.10	FALSE
chr12	9826604	9826604	1	+	prmtr.5464	ENSG00000069493.10	FALSE
chr12	9833521	9833521	1	+	prmtr.5465	ENSG00000069493.10	TRUE
chr12	9840497	9840497	1	+	prmtr.5466	ENSG00000069493.10	TRUE
chrX	44401550	44401550	1	-	prmtr.5467	ENSG00000069509.5	TRUE
chrX	44402247	44402247	1	-	prmtr.5468	ENSG00000069509.5	FALSE
chrX	43709736	43709736	1	-	prmtr.5469	ENSG00000069535.12	FALSE
chrX	43741693	43741693	1	-	prmtr.5470	ENSG00000069535.12	FALSE
chr15	60804296	60804296	1	-	prmtr.5471	ENSG00000069667.11	FALSE
chr15	60884740	60884740	1	-	prmtr.5472	ENSG00000069667.11	FALSE
chr15	60885325	60885325	1	-	prmtr.5473	ENSG00000069667.11	FALSE
chr15	60919662	60919662	1	-	prmtr.5474	ENSG00000069667.11	FALSE
chr15	60998551	60998551	1	-	prmtr.5475	ENSG00000069667.11	FALSE
chr15	61521518	61521518	1	-	prmtr.5476	ENSG00000069667.11	FALSE
chr11	637293	637293	1	+	prmtr.5477	ENSG00000069696.6	FALSE
chr11	639057	639057	1	+	prmtr.5478	ENSG00000069696.6	FALSE
chr1	92177920	92177920	1	-	prmtr.5479	ENSG00000069702.6	TRUE
chr1	92193475	92193475	1	-	prmtr.5480	ENSG00000069702.6	TRUE
chr1	92231989	92231989	1	-	prmtr.5481	ENSG00000069702.6	FALSE
chr1	92327603	92327603	1	-	prmtr.5482	ENSG00000069702.6	TRUE
chr1	92351787	92351787	1	-	prmtr.5483	ENSG00000069702.6	FALSE
chr1	92371892	92371892	1	-	prmtr.5484	ENSG00000069702.6	FALSE
chr1	92632542	92632542	1	+	prmtr.5485	ENSG00000069712.9	FALSE
chr16	14788526	14788526	1	-	prmtr.5486	ENSG00000069764.5	FALSE
chr1	6476691	6476691	1	-	prmtr.5487	ENSG00000069812.7	FALSE
chr1	6479979	6479979	1	-	prmtr.5488	ENSG00000069812.7	TRUE
chr1	6484730	6484730	1	-	prmtr.5489	ENSG00000069812.7	FALSE
chr3	141594966	141594966	1	+	prmtr.5490	ENSG00000069849.6	FALSE
chr3	141595456	141595456	1	+	prmtr.5491	ENSG00000069849.6	FALSE
chr3	141596371	141596371	1	+	prmtr.5492	ENSG00000069849.6	FALSE
chr3	141622570	141622570	1	+	prmtr.5493	ENSG00000069849.6	TRUE
chr3	141634812	141634812	1	+	prmtr.5494	ENSG00000069849.6	FALSE
chr3	141640376	141640376	1	+	prmtr.5495	ENSG00000069849.6	FALSE
chr3	141640790	141640790	1	+	prmtr.5496	ENSG00000069849.6	TRUE
chr15	56209329	56209329	1	-	prmtr.5497	ENSG00000069869.11	FALSE
chr15	56243598	56243598	1	-	prmtr.5498	ENSG00000069869.11	TRUE
chr15	56244943	56244943	1	-	prmtr.5499	ENSG00000069869.11	FALSE
chr15	56258744	56258744	1	-	prmtr.5500	ENSG00000069869.11	TRUE
chr15	56285944	56285944	1	-	prmtr.5501	ENSG00000069869.11	FALSE
chr15	55611158	55611158	1	+	prmtr.5502	ENSG00000069943.5	FALSE
chr15	55632571	55632571	1	+	prmtr.5503	ENSG00000069943.5	TRUE
chr15	55641717	55641717	1	+	prmtr.5504	ENSG00000069943.5	TRUE
chr15	55646783	55646783	1	+	prmtr.5505	ENSG00000069943.5	TRUE
chr15	52244303	52244303	1	+	prmtr.5506	ENSG00000069956.7	FALSE
chr15	52296377	52296377	1	+	prmtr.5507	ENSG00000069956.7	TRUE
chr15	52311398	52311398	1	+	prmtr.5508	ENSG00000069956.7	FALSE
chr15	52312119	52312119	1	+	prmtr.5509	ENSG00000069956.7	FALSE
chr15	52313661	52313661	1	+	prmtr.5510	ENSG00000069956.7	FALSE
chr15	52316778	52316778	1	+	prmtr.5511	ENSG00000069956.7	FALSE
chr15	52420992	52420992	1	-	prmtr.5512	ENSG00000069966.14	TRUE
chr15	52428044	52428044	1	-	prmtr.5513	ENSG00000069966.14	TRUE
chr15	52432152	52432152	1	-	prmtr.5514	ENSG00000069966.14	FALSE
chr15	52433408	52433408	1	-	prmtr.5515	ENSG00000069966.14	TRUE
chr15	52436658	52436658	1	-	prmtr.5516	ENSG00000069966.14	FALSE
chr15	52472198	52472198	1	-	prmtr.5517	ENSG00000069966.14	TRUE
chr15	52483566	52483566	1	-	prmtr.5518	ENSG00000069966.14	FALSE
chr15	55541233	55541233	1	-	prmtr.5519	ENSG00000069974.11	FALSE
chr15	55562592	55562592	1	-	prmtr.5520	ENSG00000069974.11	TRUE
chr15	55563107	55563107	1	-	prmtr.5521	ENSG00000069974.11	FALSE
chr15	55582011	55582011	1	-	prmtr.5522	ENSG00000069974.11	FALSE
chr15	55611311	55611311	1	-	prmtr.5523	ENSG00000069974.11	FALSE
chr22	17624537	17624537	1	-	prmtr.5524	ENSG00000069998.8	TRUE
chr22	17640167	17640167	1	-	prmtr.5525	ENSG00000069998.8	FALSE
chr22	17646177	17646177	1	-	prmtr.5526	ENSG00000069998.8	FALSE
chr22	19455239	19455239	1	-	prmtr.5527	ENSG00000070010.14	TRUE
chr22	19466738	19466738	1	-	prmtr.5528	ENSG00000070010.14	FALSE
chr12	12284764	12284764	1	-	prmtr.5529	ENSG00000070018.4	TRUE
chr12	12288162	12288162	1	-	prmtr.5530	ENSG00000070018.4	TRUE
chr12	12356257	12356257	1	-	prmtr.5531	ENSG00000070018.4	TRUE
chr12	12397238	12397238	1	-	prmtr.5532	ENSG00000070018.4	TRUE
chr12	12419946	12419946	1	-	prmtr.5533	ENSG00000070018.4	FALSE
chr12	14849519	14849519	1	-	prmtr.5534	ENSG00000070019.3	FALSE
chr11	627143	627143	1	-	prmtr.5535	ENSG00000070031.3	FALSE
chr11	576486	576486	1	+	prmtr.5536	ENSG00000070047.7	FALSE
chr11	601657	601657	1	+	prmtr.5537	ENSG00000070047.7	TRUE
chr9	111651964	111651964	1	-	prmtr.5538	ENSG00000070061.10	FALSE
chr9	111655363	111655363	1	-	prmtr.5539	ENSG00000070061.10	TRUE
chr9	111696396	111696396	1	-	prmtr.5540	ENSG00000070061.10	FALSE
chr11	17229700	17229700	1	+	prmtr.5541	ENSG00000070081.11	FALSE
chr11	17281903	17281903	1	+	prmtr.5542	ENSG00000070081.11	FALSE
chr11	17282084	17282084	1	+	prmtr.5543	ENSG00000070081.11	FALSE
chr11	17290745	17290745	1	+	prmtr.5544	ENSG00000070081.11	FALSE
chr11	17298278	17298278	1	+	prmtr.5545	ENSG00000070081.11	FALSE
chr11	17298531	17298531	1	+	prmtr.5546	ENSG00000070081.11	FALSE
chr11	17316871	17316871	1	+	prmtr.5547	ENSG00000070081.11	TRUE
chr11	17332467	17332467	1	+	prmtr.5548	ENSG00000070081.11	TRUE
chr11	17333386	17333386	1	+	prmtr.5549	ENSG00000070081.11	TRUE
chr11	17333628	17333628	1	+	prmtr.5550	ENSG00000070081.11	TRUE
chr11	17353589	17353589	1	+	prmtr.5551	ENSG00000070081.11	FALSE
chr3	149686692	149686692	1	-	prmtr.5552	ENSG00000070087.9	FALSE
chr3	149688188	149688188	1	-	prmtr.5553	ENSG00000070087.9	FALSE
chr3	149689010	149689010	1	-	prmtr.5554	ENSG00000070087.9	FALSE
chr3	149740598	149740598	1	-	prmtr.5555	ENSG00000070087.9	FALSE
chr3	149768575	149768575	1	-	prmtr.5556	ENSG00000070087.9	FALSE
chr9	112141260	112141260	1	-	prmtr.5557	ENSG00000070159.9	FALSE
chr9	112160050	112160050	1	-	prmtr.5558	ENSG00000070159.9	FALSE
chr9	112180063	112180063	1	-	prmtr.5559	ENSG00000070159.9	FALSE
chr9	112213664	112213664	1	-	prmtr.5560	ENSG00000070159.9	TRUE
chr9	112260590	112260590	1	-	prmtr.5561	ENSG00000070159.9	FALSE
chr14	65224259	65224259	1	-	prmtr.5562	ENSG00000070182.13	TRUE
chr14	65230558	65230558	1	-	prmtr.5563	ENSG00000070182.13	FALSE
chr14	65234931	65234931	1	-	prmtr.5564	ENSG00000070182.13	TRUE
chr14	65249268	65249268	1	-	prmtr.5565	ENSG00000070182.13	TRUE
chr14	65289866	65289866	1	-	prmtr.5566	ENSG00000070182.13	TRUE
chr14	65346601	65346601	1	-	prmtr.5567	ENSG00000070182.13	FALSE
chr4	100737990	100737990	1	+	prmtr.5568	ENSG00000070190.8	FALSE
chr4	100786029	100786029	1	+	prmtr.5569	ENSG00000070190.8	TRUE
chr5	44388899	44388899	1	-	prmtr.5570	ENSG00000070193.4	FALSE
chr5	44389808	44389808	1	-	prmtr.5571	ENSG00000070193.4	FALSE
chr9	108006903	108006903	1	+	prmtr.5572	ENSG00000070214.11	FALSE
chr9	108056947	108056947	1	+	prmtr.5573	ENSG00000070214.11	FALSE
chr9	108117757	108117757	1	+	prmtr.5574	ENSG00000070214.11	TRUE
chr9	108148969	108148969	1	+	prmtr.5575	ENSG00000070214.11	FALSE
chr14	56955072	56955072	1	+	prmtr.5576	ENSG00000070269.9	FALSE
chr14	57046338	57046338	1	+	prmtr.5577	ENSG00000070269.9	FALSE
chr14	57046511	57046511	1	+	prmtr.5578	ENSG00000070269.9	FALSE
chr14	57052411	57052411	1	+	prmtr.5579	ENSG00000070269.9	TRUE
chr14	57075859	57075859	1	+	prmtr.5580	ENSG00000070269.9	TRUE
chr14	57082169	57082169	1	+	prmtr.5581	ENSG00000070269.9	TRUE
chr14	57103234	57103234	1	+	prmtr.5582	ENSG00000070269.9	FALSE
chr17	1965551	1965551	1	-	prmtr.5583	ENSG00000070366.9	NA
chr17	1969383	1969383	1	-	prmtr.5584	ENSG00000070366.9	FALSE
chr17	1975297	1975297	1	-	prmtr.5585	ENSG00000070366.9	FALSE
chr17	1985604	1985604	1	-	prmtr.5586	ENSG00000070366.9	FALSE
chr17	1992055	1992055	1	-	prmtr.5587	ENSG00000070366.9	FALSE
chr17	1998406	1998406	1	-	prmtr.5588	ENSG00000070366.9	FALSE
chr17	2076365	2076365	1	-	prmtr.5589	ENSG00000070366.9	TRUE
chr17	2076472	2076472	1	-	prmtr.5590	ENSG00000070366.9	FALSE
chr17	2116031	2116031	1	-	prmtr.5591	ENSG00000070366.9	FALSE
chr17	2117643	2117643	1	-	prmtr.5592	ENSG00000070366.9	FALSE
chr17	2132758	2132758	1	-	prmtr.5593	ENSG00000070366.9	FALSE
chr17	2140331	2140331	1	-	prmtr.5594	ENSG00000070366.9	FALSE
chr17	2140685	2140685	1	-	prmtr.5595	ENSG00000070366.9	FALSE
chr17	2140874	2140874	1	-	prmtr.5596	ENSG00000070366.9	FALSE
chr17	2143485	2143485	1	-	prmtr.5597	ENSG00000070366.9	FALSE
chr17	2148206	2148206	1	-	prmtr.5598	ENSG00000070366.9	FALSE
chr17	2169493	2169493	1	-	prmtr.5599	ENSG00000070366.9	FALSE
chr17	2206813	2206813	1	-	prmtr.5600	ENSG00000070366.9	FALSE
chr17	2207065	2207065	1	-	prmtr.5601	ENSG00000070366.9	FALSE
chr14	57699090	57699090	1	-	prmtr.5602	ENSG00000070367.11	TRUE
chr14	57699941	57699941	1	-	prmtr.5603	ENSG00000070367.11	FALSE
chr14	57704224	57704224	1	-	prmtr.5604	ENSG00000070367.11	TRUE
chr14	57714361	57714361	1	-	prmtr.5605	ENSG00000070367.11	TRUE
chr14	57735158	57735158	1	-	prmtr.5606	ENSG00000070367.11	FALSE
chr14	57735726	57735726	1	-	prmtr.5607	ENSG00000070367.11	FALSE
chr22	19172344	19172344	1	-	prmtr.5608	ENSG00000070371.11	TRUE
chr22	19175240	19175240	1	-	prmtr.5609	ENSG00000070371.11	FALSE
chr22	19195186	19195186	1	-	prmtr.5610	ENSG00000070371.11	FALSE
chr22	19213843	19213843	1	-	prmtr.5611	ENSG00000070371.11	FALSE
chr22	19220344	19220344	1	-	prmtr.5612	ENSG00000070371.11	TRUE
chr22	19279239	19279239	1	-	prmtr.5613	ENSG00000070371.11	FALSE
chr19	639879	639879	1	+	prmtr.5614	ENSG00000070388.7	FALSE
chr19	676392	676392	1	+	prmtr.5615	ENSG00000070404.5	FALSE
chr19	677942	677942	1	+	prmtr.5616	ENSG00000070404.5	TRUE
chr19	678061	678061	1	+	prmtr.5617	ENSG00000070404.5	FALSE
chr19	680034	680034	1	+	prmtr.5618	ENSG00000070404.5	TRUE
chr19	680715	680715	1	+	prmtr.5619	ENSG00000070404.5	FALSE
chr22	19044566	19044566	1	-	prmtr.5620	ENSG00000070413.14	TRUE
chr22	19050790	19050790	1	-	prmtr.5621	ENSG00000070413.14	TRUE
chr22	19053417	19053417	1	-	prmtr.5622	ENSG00000070413.14	FALSE
chr22	19109967	19109967	1	-	prmtr.5623	ENSG00000070413.14	FALSE
chr19	649119	649119	1	-	prmtr.5624	ENSG00000070423.13	TRUE
chr19	650594	650594	1	-	prmtr.5625	ENSG00000070423.13	TRUE
chr19	651917	651917	1	-	prmtr.5626	ENSG00000070423.13	TRUE
chr19	661402	661402	1	-	prmtr.5627	ENSG00000070423.13	FALSE
chr19	662890	662890	1	-	prmtr.5628	ENSG00000070423.13	FALSE
chr19	663277	663277	1	-	prmtr.5629	ENSG00000070423.13	FALSE
chr17	2291592	2291592	1	-	prmtr.5630	ENSG00000070444.10	TRUE
chr17	2295372	2295372	1	-	prmtr.5631	ENSG00000070444.10	TRUE
chr17	2296054	2296054	1	-	prmtr.5632	ENSG00000070444.10	FALSE
chr17	2297124	2297124	1	-	prmtr.5633	ENSG00000070444.10	FALSE
chr17	2300147	2300147	1	-	prmtr.5634	ENSG00000070444.10	FALSE
chr17	2303740	2303740	1	-	prmtr.5635	ENSG00000070444.10	FALSE
chr17	2304412	2304412	1	-	prmtr.5636	ENSG00000070444.10	FALSE
chr3	126162252	126162252	1	-	prmtr.5637	ENSG00000070476.10	TRUE
chr3	126194762	126194762	1	-	prmtr.5638	ENSG00000070476.10	FALSE
chr17	74716719	74716719	1	-	prmtr.5639	ENSG00000070495.10	TRUE
chr17	74717464	74717464	1	-	prmtr.5640	ENSG00000070495.10	TRUE
chr17	74722866	74722866	1	-	prmtr.5641	ENSG00000070495.10	FALSE
chr8	42195972	42195972	1	+	prmtr.5642	ENSG00000070501.7	FALSE
chr8	42202478	42202478	1	+	prmtr.5643	ENSG00000070501.7	FALSE
chr8	42206557	42206557	1	+	prmtr.5644	ENSG00000070501.7	TRUE
chr8	42212977	42212977	1	+	prmtr.5645	ENSG00000070501.7	TRUE
chr8	42214692	42214692	1	+	prmtr.5646	ENSG00000070501.7	TRUE
chr8	42218816	42218816	1	+	prmtr.5647	ENSG00000070501.7	TRUE
chr8	42226454	42226454	1	+	prmtr.5648	ENSG00000070501.7	TRUE
chr8	42227125	42227125	1	+	prmtr.5649	ENSG00000070501.7	TRUE
chr17	74622473	74622473	1	-	prmtr.5650	ENSG00000070526.10	FALSE
chr17	74623249	74623249	1	-	prmtr.5651	ENSG00000070526.10	TRUE
chr17	74625316	74625316	1	-	prmtr.5652	ENSG00000070526.10	TRUE
chr17	74639920	74639920	1	-	prmtr.5653	ENSG00000070526.10	FALSE
chr17	66423710	66423710	1	-	prmtr.5654	ENSG00000070540.8	TRUE
chr17	66426273	66426273	1	-	prmtr.5655	ENSG00000070540.8	TRUE
chr17	66429712	66429712	1	-	prmtr.5656	ENSG00000070540.8	TRUE
chr17	66444581	66444581	1	-	prmtr.5657	ENSG00000070540.8	FALSE
chr17	66453654	66453654	1	-	prmtr.5658	ENSG00000070540.8	FALSE
chr9	37650997	37650997	1	+	prmtr.5659	ENSG00000070601.5	FALSE
chr9	37668002	37668002	1	+	prmtr.5660	ENSG00000070601.5	FALSE
chr9	37669775	37669775	1	+	prmtr.5661	ENSG00000070601.5	FALSE
chr9	37715635	37715635	1	+	prmtr.5662	ENSG00000070601.5	FALSE
chr9	35738632	35738632	1	-	prmtr.5663	ENSG00000070610.10	TRUE
chr9	35739107	35739107	1	-	prmtr.5664	ENSG00000070610.10	TRUE
chr9	35742026	35742026	1	-	prmtr.5665	ENSG00000070610.10	TRUE
chr9	35744388	35744388	1	-	prmtr.5666	ENSG00000070610.10	FALSE
chr9	35749225	35749225	1	-	prmtr.5667	ENSG00000070610.10	TRUE
chr9	35749983	35749983	1	-	prmtr.5668	ENSG00000070610.10	FALSE
chr5	149865381	149865381	1	+	prmtr.5669	ENSG00000070614.10	FALSE
chr5	149865857	149865857	1	+	prmtr.5670	ENSG00000070614.10	FALSE
chr5	149877340	149877340	1	+	prmtr.5671	ENSG00000070614.10	FALSE
chr5	149887202	149887202	1	+	prmtr.5672	ENSG00000070614.10	FALSE
chr5	149887674	149887674	1	+	prmtr.5673	ENSG00000070614.10	FALSE
chr5	149932123	149932123	1	+	prmtr.5674	ENSG00000070614.10	FALSE
chr7	97484187	97484187	1	-	prmtr.5675	ENSG00000070669.12	TRUE
chr7	97487691	97487691	1	-	prmtr.5676	ENSG00000070669.12	TRUE
chr7	97498496	97498496	1	-	prmtr.5677	ENSG00000070669.12	TRUE
chr7	97499289	97499289	1	-	prmtr.5678	ENSG00000070669.12	TRUE
chr7	97501477	97501477	1	-	prmtr.5679	ENSG00000070669.12	TRUE
chr7	97501854	97501854	1	-	prmtr.5680	ENSG00000070669.12	FALSE
chr8	42010464	42010464	1	+	prmtr.5681	ENSG00000070718.7	TRUE
chr8	42013280	42013280	1	+	prmtr.5682	ENSG00000070718.7	TRUE
chr8	42015459	42015459	1	+	prmtr.5683	ENSG00000070718.7	FALSE
chr8	42019587	42019587	1	+	prmtr.5684	ENSG00000070718.7	TRUE
chr8	42024434	42024434	1	+	prmtr.5685	ENSG00000070718.7	TRUE
chr8	42025283	42025283	1	+	prmtr.5686	ENSG00000070718.7	TRUE
chr16	57935277	57935277	1	-	prmtr.5687	ENSG00000070729.9	TRUE
chr16	57945805	57945805	1	-	prmtr.5688	ENSG00000070729.9	TRUE
chr16	57973453	57973453	1	-	prmtr.5689	ENSG00000070729.9	FALSE
chr16	57980529	57980529	1	-	prmtr.5690	ENSG00000070729.9	FALSE
chr16	58001256	58001256	1	-	prmtr.5691	ENSG00000070729.9	TRUE
chr16	58005020	58005020	1	-	prmtr.5692	ENSG00000070729.9	FALSE
chr17	74566626	74566626	1	-	prmtr.5693	ENSG00000070731.5	TRUE
chr17	74567224	74567224	1	-	prmtr.5694	ENSG00000070731.5	FALSE
chr17	74569431	74569431	1	-	prmtr.5695	ENSG00000070731.5	TRUE
chr17	74575065	74575065	1	-	prmtr.5696	ENSG00000070731.5	TRUE
chr17	74582210	74582210	1	-	prmtr.5697	ENSG00000070731.5	FALSE
chr17	74583038	74583038	1	-	prmtr.5698	ENSG00000070731.5	FALSE
chr10	50817141	50817141	1	+	prmtr.5699	ENSG00000070748.13	FALSE
chr10	50821154	50821154	1	+	prmtr.5700	ENSG00000070748.13	FALSE
